DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1080/15391523.2009.10782544,https://dx.doi.org/10.1080/15391523.2009.10782544,no,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15426432.2011.587384,https://dx.doi.org/10.1080/15426432.2011.587384,yes,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15428050902788352,https://dx.doi.org/10.1080/15428050902788352,yes,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15513819809168793,https://dx.doi.org/10.1080/15513819809168793,yes,1998,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15592294.2015.1085140,https://dx.doi.org/10.1080/15592294.2015.1085140,yes,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/15592324.2015.1011937,https://dx.doi.org/10.1080/15592324.2015.1011937,-,-,-,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/1600910X.2014.920267,https://dx.doi.org/10.1080/1600910X.2014.920267,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/17450100500489080,https://dx.doi.org/10.1080/17450100500489080,yes,2006,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/17470218.2015.1012087,https://dx.doi.org/10.1080/17470218.2015.1012087,free from publisher,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/17522439.2011.647051,https://dx.doi.org/10.1080/17522439.2011.647051,no,2011,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/17549170802529480,https://dx.doi.org/10.1080/17549170802529480,no,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/17549170903092867,https://dx.doi.org/10.1080/17549170903092867,no,2009,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/18626033.2008.9723402,https://dx.doi.org/10.1080/18626033.2008.9723402,no,2008,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19368623.2010.508002,https://dx.doi.org/10.1080/19368623.2010.508002,yes,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19420862.2015.1029216,https://dx.doi.org/10.1080/19420862.2015.1029216,free from publisher,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19420862.2015.1066950,https://dx.doi.org/10.1080/19420862.2015.1066950,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19443994.2014.941299,https://dx.doi.org/10.1080/19443994.2014.941299,yes,2014,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19462160903564592,https://dx.doi.org/10.1080/19462160903564592,free from publisher,2010,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/19648189.2013.810177,https://dx.doi.org/10.1080/19648189.2013.810177,yes,2013,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/21645515.2015.1117714,https://dx.doi.org/10.1080/21645515.2015.1117714,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/21688370.2015.1008895,https://dx.doi.org/10.1080/21688370.2015.1008895,no,2015,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1080/87565649109540483,https://dx.doi.org/10.1080/87565649109540483,no,1991,Taylor & Francis,10.108,Informa UK (Taylor & Francis),,,,,,,,
10.1081/BIP-120024197,https://dx.doi.org/10.1081/BIP-120024197,yes,2003,Taylor & Francis,10.1081,Informa UK (Marcel Dekker),,,,,,,,
10.1083/jcb.200606007,https://dx.doi.org/10.1083/jcb.200606007,free from publisher,2006,Rockefeller University Press,10.1083,The Rockefeller University Press,,,,,,,,
10.1083/jcb.200807179,https://dx.doi.org/10.1083/jcb.200807179,free from publisher,2008,Rockefeller University Press,10.1083,The Rockefeller University Press,,,,,,,,
10.1083/jcb.201407063,https://dx.doi.org/10.1083/jcb.201407063,free from publisher,2014,Rockefeller University Press,10.1083,The Rockefeller University Press,,,,,,,,
10.1083/jcb.201502062,https://dx.doi.org/10.1083/jcb.201502062,free from publisher,2015,Rockefeller University Press,10.1083,The Rockefeller University Press,,,,,,,,
10.1084/jem.20011543,https://dx.doi.org/10.1084/jem.20011543,free from publisher,2001,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1084/jem.20072051,https://dx.doi.org/10.1084/jem.20072051,free from publisher,2007,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1084/jem.20092176,https://dx.doi.org/10.1084/jem.20092176,free from publisher,2009,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1084/jem.20130417,https://dx.doi.org/10.1084/jem.20130417,free from publisher,2003,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1084/jem.20140145,https://dx.doi.org/10.1084/jem.20140145,free from publisher,2014,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1084/jem.20141703,https://dx.doi.org/10.1084/jem.20141703,free from publisher,2014,Rockefeller University Press,10.1084,The Rockefeller University Press,,,,,,,,
10.1085/jgp.200910322,https://dx.doi.org/10.1085/jgp.200910322,free from publisher,2009,Rockefeller University Press,10.1085,The Rockefeller University Press,,,,,,,,
10.1086/209499,https://dx.doi.org/10.1086/209499,free from publisher,1997,Oxford University Press,10.1086,The University of Chicago Press,,,,,,,,
10.1086/520365,https://dx.doi.org/10.1086/520365,no,2007,Cambridge University Press,10.1086,The University of Chicago Press,,,,,,,,
10.1086/644662,https://dx.doi.org/10.1086/644662,yes,2009,University of Chicago Press,10.1086,The University of Chicago Press,,,,,,,,
10.1086/656333,https://dx.doi.org/10.1086/656333,free from publisher,2010,Oxford University Press,10.1086,The University of Chicago Press,,,,,,,,
10.1086/662704,https://dx.doi.org/10.1086/662704,yes,2012,University of Chicago Press,10.1086,The University of Chicago Press,,,,,,,,
10.1088/0022-3727/19/8/001,https://dx.doi.org/10.1088/0022-3727/19/8/001,no,1986,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0022-3727/47/26/265301,https://dx.doi.org/10.1088/0022-3727/47/26/265301,yes,2014,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0022-3735/21/10/008,https://dx.doi.org/10.1088/0022-3735/21/10/008,no,1988,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0026-1394/47/1/007,https://dx.doi.org/10.1088/0026-1394/47/1/007,no,2010,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-8949/2012/T146/014003,https://dx.doi.org/10.1088/0031-8949/2012/T146/014003,free from publisher,2012,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9120/41/5/007,https://dx.doi.org/10.1088/0031-9120/41/5/007,yes,2006,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9120/43/2/006,https://dx.doi.org/10.1088/0031-9120/43/2/006,yes,2008,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9120/46/5/017,https://dx.doi.org/10.1088/0031-9120/46/5/017,yes,2011,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9155/42/7/011,https://dx.doi.org/10.1088/0031-9155/42/7/011,no,1997,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9155/60/19/7655,https://dx.doi.org/10.1088/0031-9155/60/19/7655,yes,2015,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0031-9155/61/2/625,https://dx.doi.org/10.1088/0031-9155/61/2/625,yes,2016,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0953-8984/10/23/004,https://dx.doi.org/10.1088/0953-8984/10/23/004,no,1998,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0957-0233/24/2/025007,https://dx.doi.org/10.1088/0957-0233/24/2/025007,yes,2013,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0957-4484/17/24/016,https://dx.doi.org/10.1088/0957-4484/17/24/016,no,2006,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0957-4484/18/46/465702,https://dx.doi.org/10.1088/0957-4484/18/46/465702,no,2007,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/0960-1317/22/8/085014,https://dx.doi.org/10.1088/0960-1317/22/8/085014,no,2012,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1478-3975/11/6/066001,https://dx.doi.org/10.1088/1478-3975/11/6/066001,no,2014,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1742-5468/2008/02/P02002,https://dx.doi.org/10.1088/1742-5468/2008/02/P02002,no,2008,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1742-6596/518/1/012024,https://dx.doi.org/10.1088/1742-6596/518/1/012024,free from publisher,2014,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1748-6041/3/1/015001,https://dx.doi.org/10.1088/1748-6041/3/1/015001,no,2008,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1751-8113/45/44/444016,https://dx.doi.org/10.1088/1751-8113/45/44/444016,no,2012,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1751-8113/48/16/165001,https://dx.doi.org/10.1088/1751-8113/48/16/165001,no,2015,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5082/1/2/022001,https://dx.doi.org/10.1088/1758-5082/1/2/022001,yes,2009,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5082/6/1/015004,https://dx.doi.org/10.1088/1758-5082/6/1/015004,yes,2014,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5090/7/3/032001,https://dx.doi.org/10.1088/1758-5090/7/3/032001,yes,2015,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5090/7/3/035006,https://dx.doi.org/10.1088/1758-5090/7/3/035006,yes,2015,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5090/7/4/045009,https://dx.doi.org/10.1088/1758-5090/7/4/045009,yes,2015,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/1758-5090/8/1/014102,https://dx.doi.org/10.1088/1758-5090/8/1/014102,yes,2016,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/2040-8978/12/10/104008,https://dx.doi.org/10.1088/2040-8978/12/10/104008,no,2010,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1088/2053-1591/1/2/025904,https://dx.doi.org/10.1088/2053-1591/1/2/025904,no,2014,IOP Publishing,10.1088,IOP Publishing,,,,,,,,
10.1089/biores.2013.0024,https://dx.doi.org/10.1089/biores.2013.0024,free from publisher,2013,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/ees.2006.0009,https://dx.doi.org/10.1089/ees.2006.0009,yes,2006,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/hyb.2010.0059,https://dx.doi.org/10.1089/hyb.2010.0059,yes,2010,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/JMF.2005.8.413,https://dx.doi.org/10.1089/JMF.2005.8.413,yes,2005,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,413
10.1089/jmf.2010.1153,https://dx.doi.org/10.1089/jmf.2010.1153,yes,2010,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/jmf.2015.0045,https://dx.doi.org/10.1089/jmf.2015.0045,yes,2015,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/mdr.1996.2.95,https://dx.doi.org/10.1089/mdr.1996.2.95,yes,1996,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,95
10.1089/mdr.2012.0001,https://dx.doi.org/10.1089/mdr.2012.0001,free from publisher,2012,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/scd.2014.0309,https://dx.doi.org/10.1089/scd.2014.0309,yes,2014,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/tea.2007.0173,https://dx.doi.org/10.1089/tea.2007.0173,yes,2007,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,
10.1089/ten.TEA.2010.0605,https://dx.doi.org/10.1089/ten.TEA.2010.0605,yes,2010,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,605
10.1089/ten.TEA.2011.0178,https://dx.doi.org/10.1089/ten.TEA.2011.0178,yes,2011,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,178
10.1089/ten.TEA.2011.0575,https://dx.doi.org/10.1089/ten.TEA.2011.0575,yes,2011,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,575
10.1089/ten.TEA.2013.0013,https://dx.doi.org/10.1089/ten.TEA.2013.0013,yes,2013,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,13
10.1089/ten.TEA.2014.0035,https://dx.doi.org/10.1089/ten.TEA.2014.0035,yes,2014,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,35
10.1089/ten.TEA.2014.0362,https://dx.doi.org/10.1089/ten.TEA.2014.0362,yes,2014,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,362
10.1089/ten.TEA.2014.0384,https://dx.doi.org/10.1089/ten.TEA.2014.0384,yes,2014,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,384
10.1089/ten.TEC.2010.0417,https://dx.doi.org/10.1089/ten.TEC.2010.0417,yes,2010,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,417
10.1089/ten.TEC.2014.0440,https://dx.doi.org/10.1089/ten.TEC.2014.0440,yes,2014,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,440
10.1089/ten.tec.2015.0307,https://dx.doi.org/10.1089/ten.tec.2015.0307,yes,2015,Mary Ann Liebert,10.1089,Mary Ann Liebert,,,,,,,,307
10.1091/mbc.E03-06-0354,https://dx.doi.org/10.1091/mbc.E03-06-0354,free from publisher,2003,American Society for Cell Biology,10.1091,American Society for Cell Biology,,,,,,,,
10.1091/mbc.E12-03-0210,https://dx.doi.org/10.1091/mbc.E12-03-0210,free from publisher,2012,American Society for Cell Biology,10.1091,American Society for Cell Biology,,,,,,,,
10.1093/bioinformatics/btl673,https://dx.doi.org/10.1093/bioinformatics/btl673,free from publisher,2007,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/bioinformatics/btp167,https://dx.doi.org/10.1093/bioinformatics/btp167,free from publisher,2009,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/bioinformatics/btp181,https://dx.doi.org/10.1093/bioinformatics/btp181,free from publisher,2009,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/bioinformatics/btv118,https://dx.doi.org/10.1093/bioinformatics/btv118,yes,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/bjsw/bcl001,https://dx.doi.org/10.1093/bjsw/bcl001,yes,2007,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/bjsw/bcp023,https://dx.doi.org/10.1093/bjsw/bcp023,yes,2009,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/brain/112.1.147,https://dx.doi.org/10.1093/brain/112.1.147,no,1989,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/brain/114.1.527,https://dx.doi.org/10.1093/brain/114.1.527,no,1991,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/brain/117.5.913,https://dx.doi.org/10.1093/brain/117.5.913,no,1994,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/brain/99.2.331,https://dx.doi.org/10.1093/brain/99.2.331,no,1976,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/cercor/bhn246,https://dx.doi.org/10.1093/cercor/bhn246,free from publisher,2009,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/cercor/bhv256,https://dx.doi.org/10.1093/cercor/bhv256,yes,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/cid/civ556,https://dx.doi.org/10.1093/cid/civ556,yes,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/clp/cus001,https://dx.doi.org/10.1093/clp/cus001,yes,2012,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/cvr/cvt191,https://dx.doi.org/10.1093/cvr/cvt191,free from publisher,2013,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/emboj/cdg439,https://dx.doi.org/10.1093/emboj/cdg439,free from publisher,2003,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/femsec/fiv046,https://dx.doi.org/10.1093/femsec/fiv046,free from publisher,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/gbe/evt209,https://dx.doi.org/10.1093/gbe/evt209,free from publisher,2014,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/heapro/daw002,https://dx.doi.org/10.1093/heapro/daw002,yes,2016,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/hmg/ddm361,https://dx.doi.org/10.1093/hmg/ddm361,free from publisher,2008,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/hmg/dds398,https://dx.doi.org/10.1093/hmg/dds398,free from publisher,2013,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/hmg/ddv383,https://dx.doi.org/10.1093/hmg/ddv383,yes,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/ilar.51.3.199,https://dx.doi.org/10.1093/ilar.51.3.199,free from publisher,2010,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/imanum/13.1.93,https://dx.doi.org/10.1093/imanum/13.1.93,no,1993,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/imanum/15.3.357,https://dx.doi.org/10.1093/imanum/15.3.357,no,1995,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/imanum/6.1.87,https://dx.doi.org/10.1093/imanum/6.1.87,no,1986,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/imanum/6.2.221,https://dx.doi.org/10.1093/imanum/6.2.221,no,1986,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/imanum/7.1.97,https://dx.doi.org/10.1093/imanum/7.1.97,no,1987,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/infdis/152.2.400,https://dx.doi.org/10.1093/infdis/152.2.400,free from publisher,1985,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/jac/dkv420,https://dx.doi.org/10.1093/jac/dkv420,yes,2016,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/jb/mvs144,https://dx.doi.org/10.1093/jb/mvs144,yes,2013,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/jjfinec/nbq024,https://dx.doi.org/10.1093/jjfinec/nbq024,yes,2011,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/llc/fqm042,https://dx.doi.org/10.1093/llc/fqm042,free from publisher,2008,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/llc/fqm045,https://dx.doi.org/10.1093/llc/fqm045,yes,2008,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/llc/fqu041,https://dx.doi.org/10.1093/llc/fqu041,yes,2014,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/mutage/gev073,https://dx.doi.org/10.1093/mutage/gev073,free from publisher,2015,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/nar/gkr139,https://dx.doi.org/10.1093/nar/gkr139,free from publisher,2011,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/nar/gkt1210,https://dx.doi.org/10.1093/nar/gkt1210,free from publisher,2014,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
10.1093/ndt/gfs586,https://dx.doi.org/10.1093/ndt/gfs586,free from publisher,2013,Oxford University Press,10.1093,Oxford University Press,,,,,,,,
